text,Positive,Negative,Neutral,Compound,Sentiment
health canada warn peopl allerg ingredi pfizerbiontech  vaccin to… ,0.0,0.149,0.851,-0.1027,Negative
astrazeneca buy pharmaceut firm alexion   pfizer… ,0.0,0.0,1.0,0.0,Neutral
 pfizerbiontech  creat vaccin trump  recommend bleach inject 😷,0.294,0.0,0.706,0.3612,Positive
us public start receiv pfizerbiontech coronavirus vaccin monday authoris for… ,0.0,0.0,1.0,0.0,Neutral
us public start receiv pfizerbiontech coronavirus vaccin monday authoris for… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vaccin side effect canada warn allerg peopl pfizerbiontech coronavirus vac… ,0.0,0.123,0.877,-0.1027,Negative
 tedcruz hatch canada  pfizerbiontech vaccin develop  scie… ,0.0,0.0,1.0,0.0,Neutral
tedcruz hatch canada  pfizerbiontech vaccin develop  scientist behind it… ,0.0,0.0,1.0,0.0,Neutral
tedcruz stoolpresident hatch canada  pfizerbiontech vaccin develop  scie… ,0.0,0.0,1.0,0.0,Neutral
dose pfizerbiontech vaccin begin leav compani factori kalamazoo michigan sundayth… ,0.0,0.0,1.0,0.0,Neutral
 vaccin updat initi dose pfizer coronavirus vaccin us begin tomorrow… ,0.0,0.0,1.0,0.0,Neutral
salut healthcarehero risk life everyday take care covid patient may god give th… ,0.305,0.121,0.575,0.4939,Positive
wsj prove unproven time constraint alway hardestgreat achiev pfizer pfizer… ,0.0,0.0,1.0,0.0,Neutral
canadian guidanc peopl allergi pfizerbiontech covidvaccin  sinc still evolv… ,0.0,0.0,1.0,0.0,Neutral
pfizervaccin pfizerbiontechwhi pfizer  transpar coronavirus vaccineswork… ,0.0,0.0,1.0,0.0,Neutral
your wrong malaysia alreadi preorder pfizerbiontech  expect  plus part of… ,0.0,0.256,0.744,-0.4767,Negative
love high qualiti infograph get across multipl idea quick excel set fact… ,0.419,0.0,0.581,0.802,Positive
pfizerbiontech  prep shipment  wall street journal ,0.0,0.0,1.0,0.0,Neutral
learn victori polioa good refresh polio came end let forget… ,0.244,0.0,0.756,0.4404,Positive
big pharma best interest hold stock amp patient pfizervaccin pfizerbiontech ,0.474,0.0,0.526,0.802,Positive
tv ad  “did receiv  vaccin   entitl financi compensation”… ,0.0,0.0,1.0,0.0,Neutral
sflecc thank cphocanada pattyhajdu justintrudeau anitaoakvill get approv prepared… ,0.238,0.0,0.762,0.3612,Positive
 canada order enough pfizerbiontech vaccin peopl too… ,0.0,0.0,1.0,0.0,Neutral
pfizervaccin pfizerbiontech what vaccin pfizer  transpar coronavirus… ,0.0,0.0,1.0,0.0,Neutral
entir ingredi pfizervaccin see it like bigmac splash superpow fi… ,0.217,0.0,0.783,0.3612,Positive
stop wear 😷 week  pfizerbiontech vaccin thencuri use test get vac… ,0.0,0.196,0.804,-0.296,Negative
 caseymross 🇬🇧 guidanc clear nowani person histori anaphylaxi vaccin medicin o… ,0.206,0.0,0.794,0.3818,Positive
reason don't  polio vaccin virus  pleas let embrac covid vac… ,0.0,0.0,1.0,0.0,Neutral
say  vaccinesvaccin vaccin pfizervaccin  pfizerbiontech covidvaccines… ,0.0,0.0,1.0,0.0,Neutral
 maureenprsb still seem unclear reconstitut pfizerbiontech vial site  nurs home… ,0.0,0.182,0.818,-0.25,Negative
🙏🏼🙏🏼🙏🏼🙏🏼 fda pfizerbiontech operationwarpspe coronavaccin grate covid corona fda approv pfizer cov… ,0.0,0.0,1.0,0.0,Neutral
us  vaccin shipment start roll sunday  via medscap operationwarpspeed… ,0.0,0.0,1.0,0.0,Neutral
fda give guidanc allergi pregnanc concern covid vaccin  via medscape… ,0.0,0.0,1.0,0.0,Neutral
announc come feder author grant pfizer vaccin emerg use authorizationread more… ,0.2,0.0,0.8,0.3612,Positive
unitedst  feder aviat administr faa said saturday approv use the… ,0.0,0.0,1.0,0.0,Neutral
us agenc author pfizerbiontech  vaccinefirst vaccin administ in… ,0.0,0.0,1.0,0.0,Neutral
new podcast vaccin way pandemiclarrybrilli peterhotez amp raysuareznew discuss the… ,0.0,0.0,1.0,0.0,Neutral
eric shawn vaccin herein record time  thank ericshawntv arthelnevill al… ,0.217,0.0,0.783,0.3612,Positive
tedcruz fact senat would nice respect faith tell truth pfizerbiontech vaccin dev… ,0.579,0.0,0.421,0.875,Positive
unitedst  feder aviat administr faa said saturday approv use the… ,0.0,0.0,1.0,0.0,Neutral
vaccin pfizervaccin pfizerbiontech what vaccin pfizer  transpar it… ,0.0,0.0,1.0,0.0,Neutral
come vaccin soon excit covidvaccin  pfizervaccin pfizerbiontech maskup ,0.0,0.0,1.0,0.0,Neutral
beyond reliev share i'll among first receiv covidvaccin pfizerbiontech thank… ,0.196,0.0,0.804,0.296,Positive
twitterpol dyk uk bahrain canada amp usa among first nation approv pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
coronavirus sputnikv astrazeneca pfizerbiontech moderna  russian vaccin creat last  years… ,0.0,0.0,1.0,0.0,Neutral
fascin see messeng rna vaccin deliveri approach help enabl dramat shorter time to… ,0.184,0.0,0.816,0.4019,Positive
realdonaldtrump vaccin discov develop europ turkishgerman husband wife … ,0.0,0.0,1.0,0.0,Neutral
tiffani dover aliv 👀😃tiffanydov pfizer pfizerbiontech pfizervaccin vaccinoanticovid chimemorial… ,0.0,0.0,1.0,0.0,Neutral
it black woman give alright  pfizerbiontech ,0.286,0.0,0.714,0.25,Positive
that inde sight relief 💚the saudi health minist tfrabiah showcas sampl pfizerbiontech vacci… ,0.205,0.0,0.795,0.4767,Positive
manchesterhcc drpwright gmscnew gmhsc gmecscn doctormkumar mancitycouncil andyburnhamgm import day f… ,0.0,0.0,1.0,0.0,Neutral
it'll interest see postvaccin birth rate next winter 😂 pfizerbiontech,0.273,0.0,0.727,0.4588,Positive
covid vaccin sccm hmethodistmd  vaccin pfizerbiontech coronavaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
singapor pfizerbiontech volunt amp  immun suppress taker amp pregnant portal booklet kn… ,0.0,0.0,1.0,0.0,Neutral
moderna vaccin need extra special handl requir one pfizer includin… ,0.231,0.0,0.769,0.4019,Positive
mandat anthrax vaccin kill  us soldier maim  mani  serious advers reactions… ,0.0,0.4,0.6,-0.7184,Negative
mrna vaccin teach cell make protein trigger immun respons without use live vi… ,0.0,0.0,1.0,0.0,Neutral
vaccin special trigger immun respons without use actual virus caus … ,0.231,0.0,0.769,0.4019,Positive
healthcar worker receiv first dosi pfizerbiontech  vaccin memori healthcar system mir… ,0.0,0.0,1.0,0.0,Neutral
supplier fosun pharma make initi payment € mil yearend  million dose fmtnews… ,0.0,0.0,1.0,0.0,Neutral
vaccin roll week sever countri bring hope sceptic vaccine… ,0.244,0.168,0.588,0.2263,Positive
excit receiv first part pfizerbiontech covidvaccin todayimpress resourc mobilization… ,0.0,0.0,1.0,0.0,Neutral
 jackson employe success receiv first dose pfizerbiontech  vacci… ,0.346,0.0,0.654,0.5719,Positive
someth interest learn interview bkazaz today there lot chatter how… ,0.25,0.0,0.75,0.4588,Positive
usa 🇺🇸🦠💉 oklahoma “oklahoma histor day” govstitt hannah white regist nurs integri… ,0.0,0.0,1.0,0.0,Neutral
wait age group get inject canada expect would happen next year let patie… ,0.0,0.0,1.0,0.0,Neutral
turkey death toll  rise  drfahrettinkoca coronavirus pfizerbiontech sinovac… ,0.0,0.358,0.642,-0.5994,Negative
get vaccin  coronavaccin pfizerbiontech vaccin mrna  pfizer,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech covidvaccin effect interact person dna dna locat nucleus o… ,0.0,0.0,1.0,0.0,Neutral
vaccin may come risk thank pfizer pfizer pfizervaccin pfizerbiontech pfizercovidvaccin pfizercongress,0.184,0.154,0.662,0.1027,Positive
berlin pressur brussel licens pfizerbiontech vaccin christma,0.0,0.0,1.0,0.0,Neutral
real cool🙏🏻😎boston healthcar  vaccin pfizer pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
anyon notic vaccin nhs pictur taken video actual vaccin becau… ,0.0,0.0,1.0,0.0,Neutral
usa govern prep million dose pfizerbiontech coronavirus vaccin shipment sites… ,0.0,0.0,1.0,0.0,Neutral
moderna covidvaccin differ pfizerbiontech vaccin answer question t… ,0.0,0.0,1.0,0.0,Neutral
  jbagpuss ellzsummari fentonaw oldburys docsandip drneenajha … ,0.0,0.0,1.0,0.0,Neutral
healthcarehero jackson north medic center get  pfizerbiontech vaccin today ,0.0,0.0,1.0,0.0,Neutral
talk human live herelet repeat mistak past dengvaxia jeopard mani lives… ,0.0,0.0,1.0,0.0,Neutral
thrill receiv first dose covid vaccin today vulner peopl visit support work with… ,0.321,0.0,0.679,0.6369,Positive
know wear mask around other stay least  feet away avoid crowd wash hand pr… ,0.184,0.126,0.69,0.25,Positive
pharmacist essenti eas patient concern safeti  vaccin pfizerbion… ,0.0,0.0,1.0,0.0,Neutral
happen got first dose pfizerbiontech vaccin today  best holiday present ever als… ,0.408,0.0,0.592,0.7845,Positive
turkey death toll  rise  drfahrettinkoca coronavirus pfizerbiontech sinovac… ,0.0,0.358,0.642,-0.5994,Negative
firstgiv  vaccin liber 🍁 politician bureaucrat scientist bigpharma pfizerbiontech t… ,0.0,0.0,1.0,0.0,Neutral
pleas get pfizerbiontech  vaccin 💉 import mani peopl possi… ,0.0,0.0,1.0,0.0,Neutral
first dose covid vaccin today still wear ppe still social distant least we… ,0.0,0.0,1.0,0.0,Neutral
 cours peopl want make sure vaccin take safe clinic trial data avail f… ,0.394,0.0,0.606,0.6705,Positive
staff applaus vaccin roll toward fridg dhrhealth krgv pfizerbiontech pfizer ,0.0,0.0,1.0,0.0,Neutral
md dr susannah thompson pull stop lead magnific team nhs staff amp volunt tonight… ,0.189,0.126,0.686,0.2732,Positive
utswnew start covid vaccin program today social distanc staff patient wait covidvaccine… ,0.0,0.0,1.0,0.0,Neutral
“i'm honor one first get vaccin protect protect love one gettin… ,0.643,0.0,0.357,0.9118,Positive
proud whole team today bhrutnh offici start vaccin everyon work extremely… ,0.237,0.0,0.763,0.4767,Positive
first vaccin shot uswatch video firstvaccineshot covid … ,0.0,0.0,1.0,0.0,Neutral
hey pfizer respect covidvaccin say someon get vaccin build antibodi donate… ,0.237,0.0,0.763,0.4767,Positive
despit lebanon dire shortag foreign exchang govern expect sign  million deal suppl… ,0.0,0.214,0.786,-0.4588,Negative
pfizerbiontech covidvaccin contain live virus  vaccin cannot caus  diseas even possibl,0.0,0.0,1.0,0.0,Neutral
senategop anesthesia surgeri  apart pfizerbiontech  won't introduc b… ,0.0,0.0,1.0,0.0,Neutral
realli good thead pfizerbiontech mayoclin epidemiologist ,0.367,0.0,0.633,0.4404,Positive
watch live jacksonhealth system news confer receiv first shipment pfizerbiontech  v… ,0.0,0.0,1.0,0.0,Neutral
usa 🇺🇸💉🦠 nevadaumcsn hospit ceo van houwel say umc nurs  person vaccin against… ,0.0,0.0,1.0,0.0,Neutral
notwastingmyshot  person charleston get pfizerbiontech covidvaccin muschealth idmusc feel… ,0.0,0.0,1.0,0.0,Neutral
hav genuin  mancitycouncil wythenshaw place manchest southmanchest deliverin covidvaccine… ,0.0,0.0,1.0,0.0,Neutral
year  also proud post pictur eventu receiv covid vaccine… ,0.279,0.0,0.721,0.4767,Positive
littl vial carri much🙏🏽to scientist work tireless get vaccinated… ,0.0,0.0,1.0,0.0,Neutral
usa 🇺🇸💉🦠 westvirginiawvu medicin receiv shipment pfizerbiontech  vaccin amp begun o… ,0.0,0.0,1.0,0.0,Neutral
ingredi pfizer  vaccin  mit technolog review vaccin covidvaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
today lucki enough get vaccin  patient my… ,0.0,0.0,1.0,0.0,Neutral
incred grate receiv pfizerbiontech covidvaccin osuwexm  thank everyon who… ,0.238,0.0,0.762,0.3612,Positive
save best last pfizerbiontech vaccin  stayhom,0.649,0.0,0.351,0.8126,Positive
canada receiv  dose pfizerbiontech vaccin next week amp potenti … ,0.0,0.0,1.0,0.0,Neutral
cdcgov stick poison vaccin ass 💉 novaccineform  pfizerbiontech… ,0.0,0.583,0.417,-0.7906,Negative
grossli unfair absolut inevit  first dib vaccin rich countri clear shelves'… ,0.358,0.179,0.462,0.4767,Positive
repnewhous liesliesli   pfizerbiontech affili trumpublican silli star trek program… ,0.0,0.0,1.0,0.0,Neutral
progress last  meet emanew decemb  instead decemb … ,0.318,0.0,0.682,0.4215,Positive
brookearmym covid identif chip similar one put dogscertif valid identi… ,0.0,0.0,1.0,0.0,Neutral
heard drdavidnabarro indiatoday don't think allow parent famili take vac… ,0.0,0.156,0.844,-0.1695,Negative
juic loos receiv  dose pfizerbiontech vaccin today proud medic worker th… ,0.237,0.0,0.763,0.4767,Positive
ive heard two sourc two part countri arriv covid vaccin delay … ,0.0,0.187,0.813,-0.3182,Negative
feel emot grate lucki one first peopl worcestershir receiv vaccine… ,0.0,0.0,1.0,0.0,Neutral
 realsamfaddi covid identif chip similar one put dogscertif valid… ,0.0,0.0,1.0,0.0,Neutral
majorpatriot covid identif chip similar one put dogscertif valid identif… ,0.0,0.0,1.0,0.0,Neutral
drtedro btstwt covid identif chip similar one put dogscertif valid id… ,0.0,0.0,1.0,0.0,Neutral
justintrudeau covid identif chip similar one put dogscertif valid identi… ,0.0,0.0,1.0,0.0,Neutral
 million dose pfizerbiontech covid vaccin set reach facil across us monday m… ,0.091,0.0,0.909,0.0258,Neutral
skynew borisjohnson need least talk   need asap  alreadi see r… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin  begin muschealth chsnew  ,0.0,0.0,1.0,0.0,Neutral
infograph fda declar possibl seven side effect pfizerbiontech vaccineread a… ,0.0,0.0,1.0,0.0,Neutral
excit muschealth roll pfizerbiontech covidvaccin today amaz work s… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech made process smooth easi step way abl communic st… ,0.0,0.0,1.0,0.0,Neutral
academ pharmacist critic eas  vaccin concern oksanapyzikucl covidvaccin pfizerbiontech… ,0.0,0.208,0.792,-0.2732,Negative
senatemajldr thank genius immigr  trump amp gop despisepfizerbiontech  drsahin ,0.238,0.0,0.762,0.3612,Positive
geoffreyknapp rosiebarton understand concept livetweet  updat  press… ,0.0,0.0,1.0,0.0,Neutral
anoth  vaccin come usfda releas report moderna  live  noon  w first va… ,0.0,0.0,1.0,0.0,Neutral
😂😂😂 new strain    uk pfizer pfizerbiontech astrazeneca moderna vaccin what… ,0.0,0.118,0.882,-0.0516,Negative
staff member north memori hospit react dose pfizerbiontech  vaccin deliv ro… ,0.0,0.0,1.0,0.0,Neutral
assum secretspread post vaccinedo test posneg wlive virus amp vax … ,0.0,0.0,1.0,0.0,Neutral
ive provid short summari pfizerbiontech public new england journal medicin vacc… ,0.0,0.0,1.0,0.0,Neutral
 return invest vaccin yet ukgovern remov liabil drug manufacturers… ,0.0,0.0,1.0,0.0,Neutral
eu hope vaccin christma ema regul move forward assess pfizerbiontech jab  decem… ,0.209,0.0,0.791,0.4404,Positive
mygp launch england first digit  vaccin verif featur … ,0.0,0.0,1.0,0.0,Neutral
system reaction report within  day inject dose   from… ,0.0,0.0,1.0,0.0,Neutral
 new york nurs get first shot coronavirus vaccinecovidvaccin sandralindsaynewyorkcity… ,0.0,0.0,1.0,0.0,Neutral
polish healthcar worker uk becom first polish person given vaccin … ,0.0,0.0,1.0,0.0,Neutral
delight taxi driver today take gentleman earli  gps covid vaccin part  o… ,0.262,0.0,0.738,0.5994,Positive
updat eus medicin regul ema tuesday dramat advanc decis day the… ,0.0,0.0,1.0,0.0,Neutral
ottawa counti calhoun counti alreadi prepar administ entir first shipment includ … ,0.0,0.0,1.0,0.0,Neutral
 roguesquadkat realdonaldtrump vision immigr kind diaperdonni hates… ,0.519,0.0,0.481,0.6597,Positive
get readi go bbcworld segment pfizerbiontech covidvaccin discuss myth,0.0,0.0,1.0,0.0,Neutral
lebanon due sign contract week shipment  vaccin pfizerbiontech obta… ,0.0,0.0,1.0,0.0,Neutral
readi go join fordnat  launch covidvaccin pfizerbiontech clinic uhn  incred teamuhn… ,0.18,0.0,0.82,0.296,Positive
time danc  covidvaccin pfizerbiontech coronavaccin pandemicbegon ,0.0,0.0,1.0,0.0,Neutral
ema human medicin committe expert schedul  decemb conclud possibl on… ,0.0,0.0,1.0,0.0,Neutral
meet review possibl approv biontech  pfizer vaccin use europ bump dec… ,0.0,0.0,1.0,0.0,Neutral
drtonyleachon ralphrecto govern insist sinovac fact less efficaci safeti  wors… ,0.0,0.0,1.0,0.0,Neutral
video elder patient isl sheppey becom first vaccin coronavirus… ,0.0,0.0,1.0,0.0,Neutral
wonder hell ema member cannot meet christma must wait  dec sur… ,0.0,0.315,0.685,-0.6808,Negative
ummmm 😒 isnt lorettohospit  receiv  vaccin blacklatino communiti 🤔😪… ,0.0,0.0,1.0,0.0,Neutral
prais respons   trump whoever let give credit credi… ,0.271,0.0,0.729,0.3818,Positive
bravo anita dedic hard work take care senior ltc❤️👏🏻👍🏻🙏🏻😷🎄psw  vaccine… ,0.254,0.111,0.635,0.4215,Positive
dri ice pour box contain pfizerbiontech   vaccin prepar ship th… ,0.0,0.0,1.0,0.0,Neutral
🤔 vaccin anyon take coz bro ask didnt like answer 😒i… ,0.0,0.19,0.81,-0.2755,Negative
one downon go excel vaccin servic worcsacutenh thank 💉🦠 covidvaccine… ,0.407,0.0,0.593,0.6705,Positive
vaccin ✅ pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
celebr cook bakeoff present prueleith get new covid vaccin west oxfordshir today… ,0.0,0.0,1.0,0.0,Neutral
it great day scienc ☀️pfizerbiontech,0.506,0.0,0.494,0.6249,Positive
ani new vaccin  similar pfizervaccin  normal cold chain sufficelook like pfizer an… ,0.185,0.0,0.815,0.3612,Positive
interim clinic consider use pfizerbiontech  vaccin cdcpfizerbiontech vaccin … ,0.0,0.0,1.0,0.0,Neutral
guid safe get pfizerbiontech  vaccinepfizerbiontech  vaccin safety… ,0.326,0.0,0.674,0.4404,Positive
option c paul vaccin toxic unsaf pmlive pmonair auspol antivaccin  … ,0.0,0.0,1.0,0.0,Neutral
first  vaccin new york lev radin covidvaccin biontech pfizervaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vial contain  dose  caught glimps one vial label on… ,0.0,0.0,1.0,0.0,Neutral
canada becom third nation world administ pfizerbiontech vaccin start … ,0.0,0.0,1.0,0.0,Neutral
iran refus receiv pfizerbiontech vaccin  know fa… ,0.0,0.0,1.0,0.0,Neutral
padsbigsi grandpcn drmandipthiara jimre thank beckyw inde 🙏🏻all learn togeth richprattou… ,0.2,0.0,0.8,0.3612,Positive
 gp practic leicestershir among first get pfizerbiontech jab start roll ou… ,0.0,0.0,1.0,0.0,Neutral
gps region start administ coronavirus pfizerbiontech vaccin today 👇,0.0,0.0,1.0,0.0,Neutral
realdonaldtrump presssec bekindhavehop congratul german migrant scientistspfizerbiontech biontech ,0.0,0.0,1.0,0.0,Neutral
 pfizer enirenberg 🙏 share  extens analysi pfizerbiontech vaccin safeti profil b… ,0.196,0.0,0.804,0.296,Positive
